TimeDelta,Length,Port,Attack
0.000302000,1483,443,0
0.000218000,262,443,0
0.000269000,1483,443,0
0.000275000,205,443,0
0.000223000,115,443,0
0.032595000,115,36646,0
0.000200000,115,36646,0
0.000147000,115,36646,0
0.025866000,1483,443,0
0.000392000,1483,443,0
0.000227000,262,443,0
0.000223000,842,443,0
0.032680000,115,36646,0
0.000194000,115,36646,0
0.000145000,115,36646,0
0.022331000,115,443,0
0.031475000,244,36646,0
0.000205000,157,36646,0
0.001400000,115,443,0
0.016633000,1483,443,0
0.001154000,1483,443,0
0.000402000,1483,443,0
0.000668000,1483,443,0
0.000841000,1483,443,0
0.000242000,1483,443,0
0.002997000,1483,443,0
0.000195000,262,443,0
0.000317000,1483,443,0
0.000226000,205,443,0
0.033420000,115,36646,0
0.000204000,115,36646,0
0.000153000,115,36646,0
0.076609000,1483,443,0
0.000191000,1483,443,0
0.000382000,262,443,0
0.000225000,530,443,0
0.032675000,115,36646,0
0.000201000,115,36646,0
0.000146000,115,36646,0
0.058345000,190,36646,0
0.000203000,162,36646,0
0.002318000,115,443,0
0.005806000,187,36646,0
0.000193000,161,36646,0
0.000847000,115,443,0
0.034196000,1483,443,0
0.000349000,1483,443,0
0.000220000,262,443,0
0.000271000,1483,443,0
0.000223000,205,443,0
0.033078000,115,36646,0
0.000196000,115,36646,0
0.000146000,115,36646,0
0.087638000,1483,443,0
0.000135000,1483,443,0
